PALAVRA,Transc.Fon,VOGAL,F1,F2,F1.NORM,F2.NORM,CONT.PREC,CONT.SEG,VOGAL.SIL.SEG,F1.SIL.SEG,F2.SIL.SEG,F1.SEG.NORM,F2.SEG.NORM,VOGAL.TONICA,DIST.TONICA,ESTR.SIL.PRET,Begin.Time.s,End.Time.s,Duration.ms,AMOSTRA,PARTICIPANTE,SEXO,IDADE,IDADE.CHEGADA,ANOS.SP,CONTEXTO
difícil,d<i>-'fi-siw,i,457.0870273035,2110.6549335556,384.895,1747.826,d,f,i,385.5990971907,1610.1191932663,293.997,1328.602,i,1,CV,1196.8837289766,1196.8984445324,14.7155558384,PBSP,MartaS,feminino,32,18,14,mas assim foi muito difícil assim
direta,d<i>-'Re-ta,i,451.1955126932,1806.3197544513,382.562,1589.834,d,R,é,592.0983691113,1534.5384263677,356.69,1292.087,e,1,CV,1206.4766786657,1206.492571466,15.8928003057,PBSP,MartaS,feminino,32,18,14,ela pega a gente direta
pegar,p<e>-'gar,e,540.8437144714,1721.5633434253,418.363,1545.748,p,g,a,844.9157585214,1331.0618454678,433.448,1193.707,a,1,CV,1208.5262838084,1208.537827488,11.543679625,PBSP,MartaS,feminino,32,18,14,e a gente não consegue pegar ela
reportagem,h<e>-p<o>r-'ta-ZE,o,584.5546080321,1029.8720849014,435.82,1186.349,p,r,a,750.6148068449,1468.5417653626,404.803,1260.18,a,1,CVr,1246.6282579168,1246.6521057735,23.8478566675,PBSP,MartaS,feminino,32,18,14,e outro dia passou na record a reportagem dela né
pegado,p<e>-'ga-do,e,631.0214050585,1715.0557143587,454.35,1542.391,p,g,a,801.3324523469,1541.6818522974,420.197,1295.455,a,1,CV,1248.4311690795,1248.4427127591,11.5436796248,PBSP,MartaS,feminino,32,18,14,que eles tinha pegado ela
pegaram,p<e>-'ga-RA,e,565.0561808898,2052.5492679609,428.025,1717.615,p,g,a,807.1345017165,1819.4345720525,421.955,1429.818,a,1,CV,1262.4707061402,1262.4983063409,27.6002007031,PBSP,MartaS,feminino,32,18,14,que pegaram mas não consegue prender que nem então ela está solta de novo né
negócio,n<e>-'go-sio,e,665.3234066928,1775.4104596394,468.073,1573.721,n,g,ó,659.3296959838,1193.6401544314,377.101,1127.235,o,1,CV,1271.0180488151,1271.0296420984,11.5932832582,PBSP,MartaS,feminino,32,18,14,aí então fique esperta assim que o negócio é
cobrador,k<o>-bR<a>-'dor,o,598.181147806,1166.8192503291,441.234,1257.513,k,b,a,704.1020530024,1562.1616245644,390.695,1305.381,o,2,CV,1321.5275569087,1321.5522271052,24.6701965527,PBSP,MartaS,feminino,32,18,14,de revólver tudo e espancamento né que ele espancou o cara o cobrador
cobrador,k<o>-bR<a>-'dor,o,593.8571160091,1158.7544217025,439.507,1253.485,k,b,a,591.930509544,1652.7533095859,356.647,1349.164,o,2,CV,1325.1969984116,1325.2167345688,19.7361572423,PBSP,MartaS,feminino,32,18,14,o cara o cobrador não queria dar
bilhete,b<i>-'Le-te,i,387.432268433,1581.9131613282,357.123,1473.242,b,L,e,520.3141045533,2753.04552133,334.906,1881.299,e,1,CV,1328.2311845985,1328.2386317972,7.4471987823,PBSP,MartaS,feminino,32,18,14,só que agora agora é tudo bilhete
pegar,p<e>-'gar,e,669.9594475947,2108.7463593725,469.894,1746.931,p,g,a,774.2888771918,1815.8289588081,412.007,1428.045,a,1,CV,1353.5211819103,1353.5301403564,8.9584461541,PBSP,MartaS,feminino,32,18,14,bom se vim pegar aqui eu só tenho o quê a minha condução
difícil,d<i>-'fi-siw,i,471.518220042,1771.8105771258,390.683,1571.707,d,f,i,416.0843730391,2136.7418812556,303.259,1583.325,i,1,CV,1366.9622893421,1366.9750139698,12.7246276957,PBSP,MartaS,feminino,32,18,14,né então fica difícil
xodó,S<o>-'do,o,529.1605355486,1315.4021085854,413.695,1334.719,S,d,ó,553.8481609898,1261.0882482346,345.069,1159.851,o,1,CV,1372.745871785,1372.7688973018,23.0255167826,PBSP,MartaS,feminino,32,18,14,o meu xodó
morando,m<o>-'RA-do,o,647.7361359627,951.1213525644,461.025,1145.62,m,R,A,644.5016505949,1655.7956114456,372.599,1350.76,A,1,CV,1392.0056580185,1392.0237494959,18.0914774719,PBSP,MartaS,feminino,32,18,14,esse é mas lá onde eu estava morando antes era
fumar,f<u>-'mar,u,426.5090232716,1087.5417433846,372.713,1216.336,f,m,a,743.0705759475,1494.2595271504,402.53,1272.588,a,1,CV,1398.1695951417,1398.1965881705,26.9930287925,PBSP,MartaS,feminino,32,18,14,os bandido eles fica assim na minha porta pra fumar
nordeste,n<o>r-'des-te,o,653.4718514452,1115.2998798498,463.312,1230.882,n,r,é,534.7645246288,1748.385357747,339.28,1395.429,e,1,CVr,1403.611764015,1403.6279511264,16.1871114224,PBSP,MartaS,feminino,32,18,14,enquanto eu não saí de lá eu ficava em desespero pra voltar pro nordeste
ficar,f<i>-'kar,i,427.0843401435,2249.3955064554,372.946,1819.885,f,k,a,758.1827401873,1565.3134976909,407.118,1306.976,a,1,CV,1407.0587207713,1407.0690216604,10.3008890869,PBSP,MartaS,feminino,32,18,14,porque nossa se for pra mim ficar aqui eu vou embora
chegava,S<e>-'ga-va,e,649.1372643051,2123.5735303833,461.585,1754.54,S,g,a,756.7853437075,1309.5392208758,406.69,1183.249,a,1,CV,1412.288738232,1412.3026345084,13.8962763631,PBSP,MartaS,feminino,32,18,14,é meu marido chegava uma hora da manhã então não eu ficava sozinha
arrumaram,<a>-h<u>-'ma-RA,u,491.7170960664,944.1878269127,398.758,1142.04,h,m,a,790.438595852,1601.6978208756,416.895,1324.525,a,1,CV,1420.970774958,1421.0016241337,30.8491757628,PBSP,MartaS,feminino,32,18,14,meus parente mesmo que arrumaram esse lugar
lugar,l<u>-'gar,u,496.0468023517,1005.0308461107,400.485,1173.593,l,g,a,700.2972839971,1575.2784725051,389.537,1311.762,a,1,CV,1421.4247836497,1421.4388413336,14.0576839306,PBSP,MartaS,feminino,32,18,14,meus parente mesmo que arrumaram esse lugar
lugar,l<u>-'gar,u,400.1182444286,1245.7343807419,362.164,1298.465,l,g,a,731.7922109402,1726.4374852673,399.099,1384.794,a,1,CV,1424.491383383,1424.5064105624,15.0271793741,PBSP,MartaS,feminino,32,18,14,porque assim é um lugar pequeno mas é bom
apesar,<a>-p<e>-'zar,e,524.2121069892,2076.7079052011,411.735,1730.147,p,z,a,610.6105342792,1748.7077229298,362.307,1395.606,a,1,CV,1474.4807696734,1474.4879689747,7.1993012539,PBSP,MartaS,feminino,32,18,14,só que apesar que eu conheço gente que teve pior do que eu
sofrendo,s<o>-'fRE-do,o,601.2892639525,1153.1744764516,442.494,1250.575,s,f,E,562.1649231408,1915.008738162,347.599,1476.083,E,1,CV,1486.9853824097,1487.0009462741,15.5638643514,PBSP,MartaS,feminino,32,18,14,porque da minha família mesmo até hoje sabe estão sofrendo muito
sofrendo,s<o>-'fRE-do,o,569.9262794451,1172.6453712548,429.985,1260.646,s,f,E,516.5675328023,2013.676713571,333.748,1523.766,E,1,CV,1518.4012394961,1518.4232435802,22.0040840834,PBSP,MartaS,feminino,32,18,14,sofrendo aqui
chegar,S<e>-'gar,e,486.3921492459,2266.5179460794,396.611,1828.836,S,g,a,663.3703996389,1674.1682949687,378.302,1359.623,a,1,CV,1576.5564798511,1576.5659749756,9.4951244978,PBSP,MartaS,feminino,32,18,14,tenho que chegar cedo em casa
ficava,f<i>-'ka-va,i,426.6238995503,2355.1257514255,372.76,1874.712,f,k,a,913.8987588258,1393.5509386239,454.374,1223.841,a,1,CV,1627.8438139475,1627.8577504445,13.936497,PBSP,MartaS,feminino,32,18,14,porque lá lá a gente ficava
negócio,n<e>-'go-sio,e,682.0417517244,2015.1203941391,474.748,1698.146,n,g,ó,611.7992255773,1150.0819749809,362.65,1106.141,o,1,CV,1630.1590396583,1630.1696317574,10.5920991082,PBSP,MartaS,feminino,32,18,14,lá não tinha esse negócio de ficar trancado sabe
assistindo,<a>-s<i>s-'tI-do,i,509.5846421229,2273.0303396467,405.9,1832.193,s,s,i,570.4370120569,1364.0259039678,350.129,1209.661,I,1,CVs,1634.6240453231,1634.6354715194,11.4261962981,PBSP,MartaS,feminino,32,18,14,assistindo televisão minha mãe dormia
fechado,f<e>-'Sa-do,e,496.2717130207,2225.8698553972,400.579,1807.577,f,S,a,916.9532559134,1529.9189637834,455.317,1289.782,a,1,CV,1640.3806363201,1640.4066040469,25.9677268461,PBSP,MartaS,feminino,32,18,14,o meu pai falou que dá oito horas já tem que estar tudo fechado
levaram,l<e>-'va-RA,e,590.2113209207,1692.1064525642,438.06,1530.307,l,v,a,798.0474893609,1416.5608094304,419.211,1235.009,a,1,CV,1645.382412312,1645.4035965102,21.1841982164,PBSP,MartaS,feminino,32,18,14,levaram o aparelho da para da parabólica da minha mãe
tiver,t<i>-'ver,i,322.8078856492,1699.2442405999,331.311,1534.111,t,v,é,493.4417613067,1323.5128642937,326.715,1189.985,e,1,CV,1650.2555685486,1650.2834415426,27.8729939998,PBSP,MartaS,feminino,32,18,14,eles entra dentro de casa e leva o que tiver
morando,m<o>-'RA-do,o,662.9763240239,1101.8021581888,467.14,1223.721,m,R,A,618.9782456995,1738.8511106814,364.837,1390.82,A,1,CV,1653.5392544232,1653.5564283425,17.1739192845,PBSP,MartaS,feminino,32,18,14,e quem estava morando no sítio
morar,m<o>-'Rar,o,641.8835499465,1229.8376116455,458.691,1290.409,m,R,a,788.4998870312,1645.096178418,416.295,1345.442,a,1,CV,1672.0814677741,1672.1034718582,22.0040840832,PBSP,MartaS,feminino,32,18,14,eu prefiro aqui sabe eu prefiro aqui ainda continuo nessa insistência de morar aqui porque eu gosto
sossegado,s<o>-s<e>-'ga-do,e,464.3513088374,1630.4630601778,387.836,1498.306,s,g,a,747.6302368472,1792.2805954618,403.902,1416.7,a,1,CV,1678.6408702655,1678.6591521795,18.2819140769,PBSP,MartaS,feminino,32,18,14,mas meu pai falou que lá não está mais sossegado então
sossegado,s<o>-s<e>-'ga-do,e,503.5534449447,2078.9553071924,403.473,1731.266,s,g,a,873.0728837524,1690.0458814172,441.981,1367.245,a,1,CV,1684.874416811,1684.8904134859,15.9966748174,PBSP,MartaS,feminino,32,18,14,tem lugar sossegado é no sítio você não pode ficar sozinho no sítio
isolado,<i>-z<o>-'la-do,o,764.488143442,856.7494145733,507.655,1096.611,z,l,a,783.9836396919,1413.7289853149,414.923,1233.591,a,1,CV,1689.7174025723,1689.7415533963,24.1508239938,PBSP,MartaS,feminino,32,18,14,é isolado e aí eles vão lá e se você não tiver
tiver,t<i>-'ver,i,352.8099668551,1926.5761296886,343.26,1652.27,t,v,é,621.7358181737,2156.8944299458,365.695,1593.074,e,1,CV,1692.173398822,1692.1964243387,23.0255167826,PBSP,MartaS,feminino,32,18,14,é isolado e aí eles vão lá e se você não tiver
policiais,p<o>-l<i>-s<i>-'ajs,i,508.2793398593,1761.6957824437,405.34,1566.56,l,s,i,905.7989744486,1906.5840428934,451.93,1472.006,aj,2,CV,1713.8757078851,1713.8842775323,8.5696472236,PBSP,MartaS,feminino,32,18,14,lá nem policiais tem tem só um
ligar,l<i>-'gar,i,407.3906411603,1766.8313950906,365.058,1569.246,l,g,a,680.8068757132,1834.2148630873,383.619,1436.908,a,1,CV,1726.1258989609,1726.1320881505,6.1891896614,PBSP,MartaS,feminino,32,18,14,eles têm que ligar pra outra cidade que seria solânea que é mais perto ou guarabira
afogada,<a>-f<o>-'ga-da,o,514.1157482999,931.3642069981,407.674,1135.326,f,g,a,729.932387885,1685.9750540847,398.542,1365.295,a,1,CV,1738.5592707595,1738.5791281037,19.8573441726,PBSP,MartaS,feminino,32,18,14,a pessoas morre muita gente afogada
afogado,<a>-f<o>-'ga-do,o,570.9340525147,942.2247204287,430.358,1140.921,f,g,a,760.9515402079,1615.2169657248,407.933,1331.084,a,1,CV,1743.3178916982,1743.339099411,21.207712826,PBSP,MartaS,feminino,32,18,14,já morreu afogado por causa disso porque
quebrando,k<e>-'bRA-do,e,490.8458032472,1954.867888142,398.385,1666.816,k,b,A,509.9443343668,1765.752194623,331.732,1403.938,A,1,CV,1828.9710299476,1828.9779590465,6.9290988627,PBSP,MartaS,feminino,32,18,14,batendo quebrando as coisa da mãe né
diferente,d<i>-f<e>-'RE-te,e,630.1731986301,2182.3946345235,454.024,1784.974,f,R,E,610.5169470554,2484.4227196076,362.264,1751.367,E,1,CV,1884.0537850719,1884.0764391561,22.6540842505,PBSP,MartaS,feminino,32,18,14,segurança lá está está muito diferente porque
segurança,s<e>-g<u>-'RA-sa,u,438.6498679514,976.7727158474,377.567,1158.824,g,R,A,793.7047993152,1791.160393018,417.882,1416.169,A,1,CV,1896.4248527808,1896.4454112779,20.5584971275,PBSP,MartaS,feminino,32,18,14,entendeu segurança mesmo então
coloca,k<o>-'lo-ka,o,595.1020970024,1167.1454791624,440.021,1257.737,k,l,ó,625.2695984936,1109.9555380267,366.767,1086.642,o,1,CV,1926.6850924174,1926.7067329407,21.6405232918,PBSP,MartaS,feminino,32,18,14,pro policial não entrar com o carro eles sabe que que eles fazem eles coloca umas barra de ferro
colocam,k<o>-'lo-kA,o,668.8982698411,1146.5247810105,469.473,1246.995,k,l,ó,634.4458261953,1075.5288181277,369.554,1069.98,o,1,CV,1930.5455764773,1930.5732763471,27.6998698137,PBSP,MartaS,feminino,32,18,14,eles colocam umas barra de ferro
coragem,k<o>-'Ra-ZE,o,604.7120814155,1262.939643017,443.848,1307.417,k,R,a,759.7937320065,1672.1041257645,407.59,1358.559,a,1,CV,2022.4225350741,2022.4324258288,9.8907546851,PBSP,MartaS,feminino,32,18,14,bem assim ninguém tem coragem de denunciar
sertão,s<e>r-'tAw,e,643.0655238279,1432.83063175,459.158,1395.812,s,r,Aw,699.5483725698,1307.0505502965,389.322,1182.008,Aw,1,CVr,2033.2370965262,2033.2495513974,12.454871227,PBSP,MartaS,feminino,32,18,14,no sertão assim que a gente mora pertinho do sertão mesmo
sertão,s<e>r-'tAw,e,559.6330647113,1858.8242801305,425.878,1616.912,s,r,Aw,557.2920567651,1127.9953206874,346.098,1095.505,Aw,1,CVr,2035.2564390545,2035.2649567645,8.5177099677,PBSP,MartaS,feminino,32,18,14,no sertão assim que a gente mora pertinho do sertão mesmo
enrolando,E-h<o>-'lA-do,o,687.4569614571,1063.7418321972,476.895,1204.028,h,l,A,564.5639942953,1122.1377115336,348.328,1092.669,A,1,CV,2121.3936284023,2121.4078279294,14.1995270897,PBSP,MartaS,feminino,32,18,14,estão só enrolando a gente eu acho que não porque
esperando,<e>s-p<e>-'RA-do,e,522.6013504463,1914.0925963914,411.081,1645.78,p,R,A,575.9209818689,1770.4101948024,351.758,1406.065,A,1,CV,2127.6427153297,2127.6543705051,11.6551754049,PBSP,MartaS,feminino,32,18,14,faz quantos ano que eu estou aqui eu esperando mudar
lotação,l<o>-t<a>-'sAw,o,634.2954203094,1147.2701538455,455.657,1247.442,l,t,a,740.9823920967,1277.5897624618,401.887,1167.827,Aw,2,CV,2134.8180127952,2134.842734929,24.7221338086,PBSP,MartaS,feminino,32,18,14,a lotação vem que parece gente que
noção,n<o>-'sAw,o,512.2787623085,911.6507266689,406.973,1125.032,n,s,Aw,546.834779557,1173.0165061758,342.925,1117.131,Aw,1,CV,2137.9030903083,2137.9313441755,28.25386721,PBSP,MartaS,feminino,32,18,14,não tem noção quando eu levanto de manhã
interlagos,I-t<e>r-'la-gos,e,559.7547512139,2056.7175385381,425.924,1719.853,t,r,a,916.3497097691,1477.9563913146,455.146,1264.611,a,1,CVr,2141.3094735581,2141.3136843221,4.210764017,PBSP,MartaS,feminino,32,18,14,eu pego a o shopping interlagos
lotada,l<o>-'ta-da,o,620.0982606317,1146.7585333607,450.009,1247.219,l,t,a,885.4104185371,1660.4449813687,445.712,1352.887,a,1,CV,2143.0260751513,2143.0471164431,21.0412917968,PBSP,MartaS,feminino,32,18,14,então ela vem lotada lotada sabe
lotada,l<o>-'ta-da,o,626.9200599961,1044.1538543747,452.717,1193.958,l,t,a,945.5933239724,1538.1849738408,464.022,1293.859,a,1,CV,2143.729031246,2143.7557096831,26.6784371142,PBSP,MartaS,feminino,32,18,14,então ela vem lotada lotada sabe
verdade,v<e>r-'da-de,e,699.236346289,2032.0918078859,481.609,1707.097,v,r,a,401.3531723336,739.1225693005,298.756,907.432,a,1,CVr,2159.7590335936,2159.772077401,13.0438073907,PBSP,MartaS,feminino,32,18,14,vai te táxi é verdade
pegar,p<e>-'gar,e,566.8097371246,2204.8398025243,428.725,1796.835,p,g,a,748.2173068294,1691.5215958963,404.074,1367.954,a,1,CV,2188.8908952511,2188.9056096728,14.7144216944,PBSP,MartaS,feminino,32,18,14,eu sei onde é nossa se pegar dali filha
lotadíssimo,l<o>-t<a>-'di-si-mo,o,408.8006434281,1160.1420227344,365.618,1254.156,l,t,a,673.2528507416,1223.8418392457,381.304,1141.77,i,2,CV,2191.5783977576,2191.6155155832,37.1178255505,PBSP,MartaS,feminino,32,18,14,vai vim vai vim lotadíssimo
colocasse,k<o>-l<o>-'ka-se,o,589.8134485363,1073.8454126571,437.92,1209.175,l,k,a,776.907491235,1467.361487593,412.779,1259.648,a,1,CV,2201.2298152861,2201.2488924539,19.0771677485,PBSP,MartaS,feminino,32,18,14,se fizesse fizesse isso colocasse mais trem lá aí era outra coisa
colocar,k<o>-l<o>-'kar,o,585.5743791089,1103.4216148944,436.24,1224.616,l,k,a,827.8625025703,1321.1553251803,428.259,1188.921,a,1,CV,2286.0208407974,2286.0335279382,12.6871407824,PBSP,MartaS,feminino,32,18,14,que ele devia colocar mais assim
lotação,l<o>-t<a>-'sAw,o,567.6931144253,1057.8162044281,429.098,1200.895,l,t,a,799.0031086788,1516.1749106365,419.511,1283.224,Aw,2,CV,2291.1122470009,2291.1346146458,22.3676448745,PBSP,MartaS,feminino,32,18,14,colocar mais mais lotação ônibus mesmo na linha sabe porque você fica o quê
esperando,<e>s-p<e>-'RA-do,e,545.1026568478,2202.9963350134,420.043,1795.716,p,R,A,688.1063181545,1730.7628492745,385.849,1386.921,A,1,CV,2295.9241407993,2295.9344652486,10.3244492921,PBSP,MartaS,feminino,32,18,14,meia hora esperando porque eu saio daqui
esperando,<e>s-p<e>-'RA-do,e,529.8389592825,2026.100364513,413.975,1703.964,p,R,A,450.6459271113,1409.4955834896,313.722,1231.641,A,1,CV,2308.5221263971,2308.531836121,9.7097239022,PBSP,MartaS,feminino,32,18,14,esperando uma lotação chegar
chegar,S<e>-'gar,e,549.3644805582,2314.6960986189,421.77,1853.9,S,g,a,751.5302237874,1398.3668750227,405.103,1226.146,a,1,CV,2309.8367382892,2309.8534880725,16.7497832554,PBSP,MartaS,feminino,32,18,14,esperando uma lotação chegar
esperando,<e>s-p<e>-'RA-do,e,572.8540707337,1808.2491390914,431.152,1590.729,p,R,A,640.3285529774,1375.0262709588,371.312,1214.978,A,1,CV,2317.1897524388,2317.2053047319,15.5522930545,PBSP,MartaS,feminino,32,18,14,de tanta gente sabe aí você fica esperando a outra
colocasse,k<o>-l<o>-'ka-se,o,577.2141183281,1092.6871826159,432.879,1219.022,l,k,a,819.952352381,1174.8054617923,425.858,1118.017,a,1,CV,2320.5696493595,2320.5920170044,22.3676448741,PBSP,MartaS,feminino,32,18,14,então isso eu acho assim se colocasse mais e organizasse mais o o transporte sabe
laterais,l<a>-t<e>-'Rajs,e,567.0960918304,1790.2271768587,428.865,1581.33,t,R,aj,634.9509104429,1978.4248614377,369.683,1506.749,aj,1,CV,2404.8244124683,2404.8349960254,10.5835570926,PBSP,MartaS,feminino,32,18,14,já fizeram o fizeram as laterais de um lado e do outro
começaram,k<o>-m<e>-'sa-RA,e,644.4600891562,2052.0458419846,459.718,1717.391,m,s,a,746.3090191044,1515.8989931333,403.516,1283.046,a,1,CV,2464.9598683743,2464.9710331059,11.1647316226,PBSP,MartaS,feminino,32,18,14,não sei se vai mudar agora mesmo foi que eles começaram as féria
lotação,l<o>-t<a>-'sAw,o,571.4665485099,1054.4936335574,430.592,1199.329,l,t,a,655.1619752576,1381.5817380948,375.815,1217.992,Aw,2,CV,2486.1645957235,2486.1803846493,15.7889257939,PBSP,MartaS,feminino,32,18,14,eu só pego eu pego sempre todos os dia lotação e metrô
pegar,p<e>-'gar,e,651.6946817182,1999.9770048019,462.612,1690.313,p,g,a,761.7376569289,1636.5571561313,408.19,1341.365,a,1,CV,2500.0109718271,2500.0243889515,13.4171244408,PBSP,MartaS,feminino,32,18,14,ai eu saio de casa faltando quinze pras sete sabe que eu tenho que pegar quinze pras sete
pegar,p<e>-'gar,e,538.3025230275,1829.4365745992,417.336,1601.694,p,g,a,660.6760472473,874.323528645,377.487,972.841,a,1,CV,2536.028485291,2536.0412743365,12.7890455278,PBSP,MartaS,feminino,32,18,14,fui pegar um ônibus pra vir pra cá pra paulista né
chegar,S<e>-'gar,e,550.356660728,2100.041733228,422.143,1742.231,S,g,a,690.3525494248,1481.7521812745,386.492,1266.561,a,1,CV,2544.8888385864,2544.8995722859,10.7336995529,PBSP,MartaS,feminino,32,18,14,depois das volta eu vim chegar aqui na paulista eram onze hora
lotado,l<o>-'ta-do,o,673.8249546607,1139.5142298938,471.481,1243.414,l,t,a,785.2729496643,1367.3198566144,415.352,1211.256,a,1,CV,2575.3541182041,2575.3909590309,36.8408268519,PBSP,MartaS,feminino,32,18,14,lotado lotado
pegar,p<e>-'gar,e,535.4928090478,1907.5826234282,416.215,1642.423,p,g,a,727.7687697315,2515.0519823199,397.856,1766.257,a,1,CV,2643.7442867474,2643.7493963113,5.1095638701,PBSP,MartaS,feminino,32,18,14,eu posso pegar ele agora mas ele vai chegar em casa umas nove hora
chegar,S<e>-'gar,e,565.7797102709,2103.7157110146,428.305,1744.246,S,g,a,669.3177375206,1318.8669906529,380.146,1187.68,a,1,CV,2645.2047979124,2645.2146729617,9.8750493653,PBSP,MartaS,feminino,32,18,14,eu posso pegar ele agora mas ele vai chegar em casa umas nove hora
chegar,S<e>-'gar,e,495.6241420393,2112.0433111572,400.299,1748.497,S,g,a,656.8415220254,1532.8320025036,376.329,1291.2,a,1,CV,2674.8288541108,2674.8427906078,13.936497,PBSP,MartaS,feminino,32,18,14,seis e quarenta e cinco da manhã lá da minha casa pra chegar onze hora aqui na paulista
dependo,d<e>-'pE-do,e,497.9045244235,2165.9381162071,401.232,1776.471,d,p,E,457.2238003335,2358.2234426661,315.738,1690.39,E,1,CV,2701.6052573204,2701.622777488,17.520167657,PBSP,MartaS,feminino,32,18,14,eu preciso eu não tenho outro meio eu preciso mesmo eu dependo dele
gozado,g<o>-'za-do,o,577.6686077614,1412.906936334,433.066,1385.294,g,z,a,602.0331409758,1459.1812610639,359.691,1255.571,a,1,CV,2756.6140300168,2756.6521865875,38.1565706684,PBSP,MartaS,feminino,32,18,14,é nossa é muito gozado acontece cada coisa sabe que você não se você for contar você fala é uma novela nem acredita
novela,n<o>-'ve-la,o,623.1182087311,924.5743085589,451.223,1131.746,n,v,é,644.3784030582,1848.4121965365,372.556,1443.821,e,1,CV,2761.0364234047,2761.0576397738,21.2163690353,PBSP,MartaS,feminino,32,18,14,é nossa é muito gozado acontece cada coisa sabe que você não se você for contar você fala é uma novela nem acredita
nordeste,n<o>r-'des-te,o,667.843883336,1298.6358735479,469.053,1325.991,n,r,é,467.9559032284,2033.3751554589,318.997,1533.338,e,1,CVr,2785.2063509988,2785.2211531167,14.8021179316,PBSP,MartaS,feminino,32,18,14,que aqui é uma vez por mês não é toda semana que você tem que fazer feira no nordeste
nordeste,n<o>r-'des-te,o,527.4887174288,1157.0723731809,413.041,1252.59,n,r,é,592.7858039381,2189.6029176596,356.904,1608.85,e,1,CVr,2845.0337098789,2845.0425911496,8.881270759,PBSP,MartaS,feminino,32,18,14,daí esse fulano chega lá lá no nordeste e fica engrandecendo
gostava,g<o>s-'ta-va,o,524.5974286991,1168.5799978859,411.875,1258.408,g,s,a,943.5790742373,1505.8350582693,463.379,1278.083,a,1,CVs,2889.7705990469,2889.7878681845,17.2691375869,PBSP,MartaS,feminino,32,18,14,eu gostava mais do estado
